Unnamed: 0.1,Unnamed: 0,CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply
957,TLP,TulipCoin,Scrypt,True,PoW/PoS,,5250000000
958,BSX,Bitspace,NIST5,True,PoW/PoS,13787854.6277781,50000000
959,FNO,Fonero,PHI1612,True,PoW,,18400000
960,XSG,Snowgem,Equihash,True,PoW,0.0,84096000
961,CVTC,CavatCoin,DPoS,False,DPoS,,21000000
962,XTL,Stellite,CryptoNight,False,PoW,,21000000000
963,BRIA,Briacoin,Scrypt,True,PoW/PoS,845637.81347436,3000000
964,IC,Ignition,Scrypt,True,PoW/PoS,1182153.5,5000000
965,MNB,MoneyBag,X11,False,PoS,,50000000
966,BTL,Bitrolium,Equihash,True,PoW,71355477.0,70000000
967,BCI,Bitcoin Interest,Equihash,True,PoW,0.0,22300000
968,MEDIC,MedicCoin,Scrypt,True,PoS,267297676.3125,500000000
969,FLM,FOLM coin,PHI1612,False,PoW,0.0,23001916
970,ALPS,Alpenschillling,Lyra2Z,True,PoW,27340501.6514783,300000000
971,ZEL,Zelcash,Equihash,True,PoW/PoS,0.0,210000000
972,BITG,Bitcoin Green,Green Protocol,True,PoS,9803691.3618195,21000000
973,DEV,Deviant Coin,PoS,True,PoS,21876586.8530324,88000000
974,ABJ,Abjcoin,Scrypt,True,PoW/PoS,9880502.37178894,30000000
975,RAP,Rapture,NeoScrypt,False,PoW,4478901.29233779,21000000
976,ANI,Animecoin,Quark,True,PoW,,1976000000
977,PHC,Profit Hunters Coin,Scrypt,True,PoW/PoS,0.0,100000000
978,SEM,Semux,Semux BFT consensus,True,DPoS,1231147.0,100000000
979,BBK,BitBlocks,Scrypt,True,PoW/PoS,0.0,500000000
980,UWC,Uwezocoin,Scrypt,False,PoW,0.0,840000000
981,FTO,FuturoCoin,X11,True,PoW,31801461.1867843,100000000
982,CARE,Carebit,Quark,True,PoW/PoS,139739596.506702,200000000
983,NZL,Zealium,PoS,True,PoS,11075254.0929996,80000000
984,XMC,Monero Classic,CryptoNight,True,PoW,16016864.0,18400000
985,TIPS,FedoraCoin,Scrypt,True,PoW,,500000000000
986,CHARM,Charm Coin,NeoScrypt,True,PoW,,250000000
987,PROTON,Proton,X16R,True,PoS,4403800.0,45000000
988,DERO,Dero,CryptoNight,True,PoW,,18400000
989,DEAL,iDealCash,Scrypt,True,PoW/PoS,1404157529.46026,5121951220
990,JUMP,Jumpcoin,NIST5,True,PoW,21069346.2522598,21000000
991,INFX,Infinex,Lyra2RE,True,PoW,5097689.71077377,26280000
992,XBI,Bitcoin Incognito,XEVAN,True,PoS/PoW,10904963.0923455,21000000
993,KEC,KEYCO,Tribus,True,PoW,795447.0,18000000
994,SABR,SABR Coin,Scrypt,True,PoW/PoS,,133100000
995,HWC,HollyWoodCoin,Scrypt,True,PoS,38706809.466535,26000000
996,GIN,GINcoin,Lyra2Z,True,PoW,6986399.70430446,10500000
997,XMV,MoneroV,CryptoNight,True,PoW,,256000000
998,PAR,Parlay,Scrypt,False,PoS,3783270.0,30000000
999,LTCC,Listerclassic Coin,Scrypt,False,PoW/PoS,8094818.38874615,110000000
1000,AMX,Amero,NeoScrypt,True,PoW/PoS,,15000000
1001,PLTC,PlatinCoin,CryptoNight,True,PoW,84300.0,600000518
1002,KNG,BetKings,X11,False,PoS,11359634.6460345,8148139
1003,COG,Cognitio,SHA-256D,False,PoW/PoS,658584.46163633,7500000
1004,BEN,BitCOEN,SHA-256,True,Limited Confidence Proof-of-Activity ,,100000000
1005,LOKI,Loki,CryptoNight Heavy,True,PoW,19153632.0,150000000
1006,NCP,Newton Coin,CryptoNight,True,PoW,41294520017.0,184000000000
1007,STAX,Staxcoin,Scrypt,True,PoW/PoS,,43500000
1008,MRN,Mercoin,Scrypt,False,PoW/PoS,25330252.323,100000000
1009,SIC,Swisscoin,Scrypt,True,PoW/PoS,10200000000.0,10200000000
1010,EXCC,ExchangeCoin,Equihash,False,PoW,0.0,32000000
1011,REL,Reliance,X11,False,PoS,7256580.0,62000000
1012,BTCN,BitcoiNote,CryptoNight,True,PoW,,21000000
1013,XT3,Xt3ch,Scrypt,True,PoS,7630000.0154,44000000
1014,MGD,MassGrid,Jump Consistent Hash,True,PoW,135862416.039898,168000000
1015,VIG,TheVig,SHA-256D,True,PoW/PoS,33238183.7225834,100000000
1016,PLURA,PluraCoin,CryptoNight,True,PoW,560085952.404637,1000000000
1017,EMAR,EmaratCoin,Scrypt,True,PoW/PoS,21599339.6728,84000000
1018,XTNC,XtendCash,Wild Keccak,False,PoW,,100000000
1019,ROE,Rover Coin,X11,True,PoW/PoS,,60000000
1020,LTCP,LitecoinPro,Scrypt,True,PoW,,17500000
1021,DKD,Dekado,X15,True,PoS,30284196.369129,90000000
1022,LYNX,Lynx,Scrypt,True,HPoW,77872059787.8998,92000000000
1023,POSQ,Poseidon Quark,Quark,True,PoS,2716264.95302831,650000000 
1024,YCE,MYCE,Scrypt,False,PoW/PoS,63613903.880998,250000000
1025,ARO,Arionum,SHA-512,False,PoW,60045900.0,545399000
1026,BWS,BitcoinWSpectrum,SHA-256,True,PoS,57811001.000889,100262205
1027,BTCC,Bitcoin Core,SHA-256,True,PoW,,21000000
1028,GOLF,GolfCoin,SHA-256D,False,PoW/PoS,0.0,1713134800
1029,MUSE,Muse,DPoS,True,PoS,18194936.0,18081806 
1030,XMN,Motion,X16R,True,PoW,8125865.02097646,22075700
1031,PLUS1,PlusOneCoin,HMQ1725,True,PoW,8645406.16776286,21000000
1032,AXE,Axe,X11,True,PoW,4993030.69736615,21000000
1033,GMCN,GambleCoin,Scrypt,False,PoS,8240763.49472804,15600000
1034,TRVC,Trivechain,X16R,True,PoW/PoS,36923120.6205934,82546564
1035,DTEM,Dystem,Quark,True,PoS,7082392.24744494,21000000
1036,GIC,Giant,Quark,True,PoW/PoS,5919489.76813523,5151000
1037,PNY,Peony Coin,Scrypt,True,PoS,1042012.45227735,16880000000
1038,SAFE,SafeCoin,Zhash,True,PoW/PoS,0.0,36000000
1039,ABS,Absolute Coin,Lyra2REv2,True,PoW/PoS,13332617.9413708,52500000
1040,VITAE,Vitae,Quark,True,PoS,66053877.6256106,100000000
1041,BSPM,Bitcoin Supreme,Scrypt,True,PoS,,21000000
1042,XGS,GenesisX,XEVAN,False,PoS,0.0,19000000
1043,BIM,BitminerCoin,CryptoNight,False,PoW,0.0,50000000
1044,HEX,HexCoin,Scrypt,True,PoW,1416663.06600024,22105263
1045,DEI,Deimos,Scrypt,False,PoW,269143950.637501,1000000000
1046,TPC,TPCash,Scrypt,True,PoW/PoS,5403802.49590733,1000000000
1047,OYS,Oyster Platform,X11,False,PoS,,25000000
1048,WEBC,Webchain,CryptoNight-V7,True,PoW,15580199.3087496,1750000000
1049,RYO,Ryo,Cryptonight-GPU,True,PoW,4890897.0,88188888
1050,MUSD,MUSDcoin,Scrypt,True,PoW/PoS,0.0,100000000
1051,URALS,Urals Coin,XEVAN,True,PoW,14746153.0962884,210000000
1052,QWC,Qwertycoin,CryptoNight Heavy,True,PoW,99553110528.8022,184470000000
1053,BITN,Bitcoin Nova,CryptoNight,False,PoW,484454200.0,1000000000
1054,ARE,ARENON,X11,True,PoS,19269509.94,55000000
1055,DACASH,DACash,X11,False,PoW,26709236.7607446,50000000
1056,EUNO,EUNO,X11,True,PoW/PoS,30771125.9760867,50000000
1057,MMO,MMOCoin,Scrypt,True,PoS,107763867.917675,260000000
1058,DASC,DasCoin,DPoS,True,DPoS,,8589934592 
1059,KETAN,Ketan,PoS,True,PoS,9327131.59708692,210000000
1060,NIX,NIX,Lyra2REv2,True,PoW,0.0,175000000
1061,ITA,Italocoin,CryptoNight Heavy,False,PoW,,18446744
1062,XSTC,Safe Trade Coin,Scrypt,True,PoS,0.0,840000000
1063,PPAI,Project Pai,SHA-256,True,PoW,2100000000.0,2100000000
1064,MBLC,Mont Blanc,Scrypt,True,PoS,0.0,70000000
1065,XDNA,XDNA,Keccak,True,PoW/PoS,4672513.84432375,366000000
1066,PAXEX,PAXEX,X11,True,PoS,4504639.0,100000000
1067,DIT,Ditcoin,CryptoNight,True,PoW,,37000000
1068,AZART,Azart,X11,True,PoW,5015881.37315389,25000000
1069,AOP,Averopay,Tribus,False,PoW/PoS,1859475.60962,36500000
1070,XAP,Apollon,Quark,True,PoW/PoS,0.0,250000000
1071,TSC,ThunderStake,Scrypt,True,PoW/PoS,1059954080.43439,18000000000
1072,SPLB,SimpleBank,NeoScrypt,False,PoW/PoS,2381470.97805063,21000000
1073,HMN,Harvest Masternode Coin,Scrypt,True,PoW/PoS,,10000000
1074,KCASH,Kcash,SHA-512,True,Zero-Knowledge Proof,1000000000.0,1000000000
1075,XCG,Xchange,X16R,True,PoW,9753753.61515394,100000000
1076,AAC,Acute Angle Cloud,ECC 256K1,True,DPOS,1000000000.0,1000000000
1077,KST,StarKST,Scrypt,True,PoW,,6000000000
1078,AUK,Aukcecoin,Scrypt,True,PoW/PoS,,80000000
1079,PLAN,Plancoin,Scrypt,True,PoW/PoS,,35000000
1080,TRAID,Traid,NeoScrypt,True,PoW/PoS,0.0,252000000
1081,TCHB,Teachers Blockchain,Scrypt,True,PoW,,160000000
1082,MIODIO,MIODIOCOIN,Scrypt,True,PoW,,80000000
1083,LTPC,Lightpaycoin,Quark,True,PoS,,21000000
1084,HANA,Hanacoin,Lyra2REv2,False,PoW,,122500000
1085,BTV,Bitvote,CryptoNight,True,PoW/PoS,,21000000
1086,CRYP,CrypticCoin,Equihash,True,PoW,4235111504.0,7600000000
1087,BTXC,Bettex coin,XEVAN,True,PoS,6787405.18013774,50000000
1088,ZEST,ZestCoin,Quark,True,PoW,0.0,29300000
1089,XCASH,X-CASH,CryptoNight Heavy X,True,PoW,0.0,100000000000
1090,BRAZ,Brazio,HMQ1725,False,PoW,75579791.7052214,207000000
1091,ACM,Actinium,Lyra2Z,True,PoW,13634850.0,84000000
1092,LTZ,Litecoinz,Equihash,True,PoW,,84000000
1093,ETHO,ETHER-1,Ethash,True,PoW,0.0,13666237
1094,TWISTR,TWIST,SHA-512,False,PoS,200000000.0,200000000
1095,MBTC,MicroBitcoin,Rainforest,True,PoW,,210000000000
1096,FOREX,FOREXCOIN,Scrypt,True,PoW,,1000000000
1097,BSV,Bitcoin SV,SHA-256,True,PoW,17992514.6469233,21000000
1098,DACH,DACH Coin,Quark,False,PoS,14303114.6740944,38000000
1099,AGM,Argoneum,PHI1612,False,PoW,13969583.3757376,64000000
1100,ARMS,2Acoin,CryptoNight-V7,False,PoW,,17910000
1101,BITM,BitMoney,XEVAN,True,Pos,208515864.367343,70000000000
1102,B2G,Bitcoiin2Gen,Ethash,True,PoW,0.0,100000000
1103,AUX,Auxilium,Keccak,False,PoA,,300000000
1104,JMC,Junson Ming Chan Coin,X11,True,PoS,17209923728.3266,0
1105,FRED,FREDEnergy,CryptoNight,True,PoW,1867054873.28397,8080000000
1106,ZND,Zenad,Quark,True,POS / MN,0.0,46000000
1107,NGIN,Ngin,M00N,False,PoW,,360000000
1108,GENX,Genesis Network,Equihash,True,PoW,,4100000000
1109,VTL,Vertical,Lyra2Z,True,PoW,,35000000
1110,C25,C25 Coin,SkunkHash,True,PoW,0.0,6100000
1111,HERB,HerbCoin,Quark,True,PoW/PoS,35312185.7437239,54000000
1112,AQUA,Aquachain,Argon2,True,PoW,0.0,42000000
1113,BBTC,BlakeBitcoin,Blake,False,PoW,20595483.8480416,21000000
1114,UMO,Universal Molecule,Blake,True,PoW,1578281.31341127,105120001.44
1115,LIT,Lithium,Blake,True,PoW,15846721.2482747,25228800
1116,ELT,Electron,Blake,False,PoW,24156921.9868023,7000000000
1117,XNB,Xeonbit,CryptoNight,True,PoW,,18400000
1118,RBTC,Smart Bitcoin,SHA-256,True,PoW,0.0,20999764
1119,PIRATE,PirateCash,Equihash,True,PoS,13475920.0,105000000
1120,EXO,Exosis,Exosis,True,PoW,406091.925,21000000
1121,BLTG,Block-Logic,Scrypt,True,PoW,35284717.173946,120000000
1122,MIMI,MIMI Money,CryptoNight,False,PoW,,1000000000000000000
1123,OWC,Oduwa,Scrypt,True,PoW/PoS,14777549.3940764,21000000
1124,BEAM,Beam,Equihash,True,PoW,35687520.0,262800000
1125,GALI,Galilel,Quark,True,PoW/PoS,18265011.2486006,19035999
1126,ZEX,Zaddex,Equihash,False,PoW,,210000000
1127,BTH,Bithereum,Equihash,True,PoW,25150787.5,30886000
1128,ARQ,ArQmA,CryptoNight-lite,True,PoW,,50000000
1129,VEO,Amoveo,SHA-256,True,PoW,,0
1130,CSPN,Crypto Sports,Quark,True,PoS,1934701.67524713,13370000
1131,CREDIT,Credit,Scrypt,True,PoW/PoS,30825710000.0296,74800000000
1132,SCRIBE,Scribe Network,Lyra2REv2,False,PoW,6040583.72997153,32700000
1133,LYTX,LYTIX,QuarkTX,True,PoW/PoS,,100000000
1134,SCA,SiaClassic,Blake2b,False,PoW,,5000000000
1135,LUNES,Lunes,Leased POS,True,LPoS,,150728537.61
1136,SLC,SLICE,QuBit,True,PoW,12925790.4226959,100000000
1137,DASHP,Dash Platinum,X11,True,PoS,715659.44237941,19700000
1138,NSD,Nasdacoin,Scrypt,True,PoW/PoS,20546528.2059957,84000000
1139,VDL,Vidulum,Equihash1927,True,PoW,0.0,100000000
1140,BEET,Beetle Coin,XEVAN,True,PoW/PoS,198938144.363399,500000000
1141,TTN,Titan Coin,SHA-256D,True,PoW/PoS,896361168.0,5000000000
1142,AWR,Award,X11,True,PoW/PoS,15420234.5389336,420000000
1143,BST,BlockStamp,SHA-256,True,PoW,0.0,105000000
1144,BLAST,BLAST,SHA-256,True,PoW,52293836.6277958,64000000
1145,ESBC,ESBC,Quark,True,PoS,,30000000
1146,VBK,VeriBlock,SHA-256,True,PoW,,2100000000
1147,XRC,Bitcoin Rhodium,X13,True,PoW,1170292.5,2100000
1148,GLT,GlobalToken,SHA-256,True,PoW,84613099.9999955,168000000
1149,INSN,Insane Coin,X11,True,PoW/PoS,23775960.3207514,30000000
1150,WRT,WRTcoin,X11,True,PoW,,25000000000
1151,ALX,ALAX,DPoS,True,DPoS,1000000000.0,1000000000
1152,TFC,The Freedom Coin,X11,True,PoS,0.0,25000000
1153,MPT,Media Protocol Token,Ethash,False,PoW,10000000000.0,10000000000
1154,AMBER,AmberCoin,X11,True,PoW/PoS,,1000000000
1155,LDOGE,LiteDoge,Scrypt,True,PoW/PoS,15318887081.0146,35000000000
1156,BBR,Boolberry,X11,True,PoW,0.0,18450000
1157,SLR,SolarCoin,Scrypt,True,PoW,55565076.3863525,98100000000
1158,TRK,TruckCoin,X11,True,PoW/PoS,242574105.22384,0
1159,UFO,UFO Coin,NeoScrypt,True,PoW,3824685012.0,4000000000
1160,ASN,Ascension Coin,QuBit,True,PoW/PoS,0.0,0
1161,OC,OrangeCoin,Scrypt,True,PoW/PoS,3537150.0,200000000
1162,GSM,GSM Coin,X11,True,PoW/PoS,,1800000
1163,BLC,BlakeCoin,Blake,True,PoW,23356790.1494191,7000000000
1164,BITS,BitstarCoin,Scrypt,True,PoW/PoS,20576532.0,54256119
1165,NEOS,NeosCoin,SHA-256,True,PoS,4392258.24647793,21000000
1166,HYPER,HyperCoin,Scrypt,True,PoW/PoS,9631199.99309942,0
1167,PINK,PinkCoin,X11,True,PoW/PoS,436353624.490312,500000000
1168,FCN,FantomCoin ,CryptoNight,True,PoW,0.0,18400000
1169,XWT,World Trade Funds,X15,True,PoW/PoS,,1000000
1170,CESC,Crypto Escudo,Scrypt,True,PoW,780210700.0,1000000000
1171,TWLV,Twelve Coin,T-Inside,True,PoW/PoS,,0
1172,ADC,AudioCoin,Scrypt,True,PoW/PoS,980732528.97974,10500000000
1173,LOG,Wood Coin,Skein,True,PoW,, 27625814
1174,XCE,Cerium,SHA-256,True,PoW/PoS,,2307925
1175,NKA,IncaKoin,SHA-256,True,PoW/PoS,17939725045.334,190000000
1176,PIGGY,Piggy Coin,X11,True,PoW/PoS,494240666.028571,1000000000
1177,CRW,Crown Coin,SHA-256,True,PoW,22986929.0854247,42000000
1178,GEN,Genstake,Scrypt,True,PoW/PoS,60000000.0,15000000
1179,LTS,Litestar Coin,X11,True,PoW/PoS,,120000000
1180,QCN,Quazar Coin,CryptoNight,True,PoW,0.0,18446744
1181,SMLY,SmileyCoin,Scrypt,True,PoW,29583989322.9213,50000000000
1182,BTQ,BitQuark,Multiple,True,PoW,,0
1183,PKB,ParkByte,SHA-256,True,PoW/PoS,0.0,25000000
1184,HNC,Hellenic Coin,Scrypt,True,PoW,,100000000
1185,MI,XiaoMiCoin,Scrypt,True,PoW/PoS,404316475.545465,400000000
1186,GRS,Groestlcoin,Groestl,True,PoW,73298203.8873662,105000000
1187,CPC,CapriCoin,X11,True,PoW/PoS,201364327.427503,208000000
1188,CLUB, ClubCoin,Scrypt,True,PoW/PoS,103621876.167052,160000000
1189,RADS,Radium,PoS,True,PoS,3821245.74150193,9000000
1190,BTA,Bata,Scrypt,True,PoW,5052555.91981545,5000000
1191,PAK,Pakcoin,Scrypt,True,PoW,69684455.4387001,182000000
1192,CRB,Creditbit ,X11,True,Proof of Trust,16901016.6609755,16504333
1193,OK,OKCash,SHA-256,True,PoW/PoS,74676064.9488608,105000000
1194,LSK,Lisk,DPoS,True,DPoS,120012140.0,159918400
1195,XHI,HiCoin,Scrypt,True,PoS,10000244677.7002,10008835635
1196,XWC,WhiteCoin,Scrypt,True,PoW/PoS,252005564.19257,300000000
1197,DOT,Dotcoin,Scrypt,True,PoW,0.0,890000000
1198,FSC,FriendshipCoin,NeoScrypt,True,PoW/PoS,1120385.00502,60168145
1199,THC,The Hempcoin,Scrypt,True,PoW/PoS,0.0,300000000
1200,FIII,Fiii,SHA3-256,True,DPoC,-5917977547.96773,5000000000
1201,J,JoinCoin,Multiple,True,PoW,3332922.5,2800000
1202,TRI,Triangles Coin,X13,True,PoW/PoS,140777.753365,120000
1203,RAIZER,RAIZER,SHA-256,False,PoW,,1000000000
1204,VOLLAR,Vollar,Equihash+Scrypt,True,PoW,100000000.0,2100000000
1205,VNTY,VENOTY,Scrypt,False,PoW,,94000000
1206,AX,AlphaX,Scrypt,True,PoS,,200000000000
1207,SWI,Swinca,Quark,False,PoW/PoS,,400000000
1208,TCR,TecraCoin,Lyra2Z,False,PoW,40874452.4756771,210000000
1209,HCXP,HCX PAY,CryptoNight,False,PoW,,2000000000
1210,GEX,Gexan,PHI2,False,PoW/PoS,2233828.12953048,21000000
1211,EOS,EOS,DPoS,True,DPoS,1020544523.0722,0
1212,AHT,Ahoolee,Ethash,True,PoW,,100000000
1213,RCC,Reality Clash,Ethash,True,PoW,24487944.0958204,24487944
1214,OXY,Oxycoin,DPoS,True,DPoS,1122382283.37,0
1215,Z2,Z2 Coin,SHA-256,False,PoW,,11000000
1216,KAPU,Kapu,DPoS,True,DPoS,,115000000
1217,GRFT,Graft Blockchain,CryptoNight,True,PoW/PoS,,1844674400
1218,MNZ,Monaize,Equihash,True,PoW/DPoW,,257142857
1219,AVE,Avesta,Avesta hash,False,PoW,,200000000
1220,XSB,Extreme Sportsbook,X11,False,PoS,,3000000
1221,SCRM,Scorum,DPoS,True,DPoS,,20000000
1222,LWF,Local World Forwarders,DPoS,True,DPoS,,100000000
1223,ILT,iOlite,Ethash,True,PoW,0.0,1000000000
1224,ADM,Adamant,DPoS,True,DPoS,,200000000
1225,UPX,uPlexa,CryptoNight,True,PoW,,10500000000
1226,TCH,TigerCash,SHA-256,True,PoS,1000000000.0,1000000000
1227,LAX,LAPO,Lyra2Z,False,PoW/PoS,11086825523.3769,100000000000
1228,TIP,Tip Blockchain,DPoS,True,PoS,,1000000000
1229,DTEP,DECOIN,X11,True,PoS,,140000000
1230,WAVES,Waves,Leased POS,True,LPoS,100000000.0,100000000
1231,PART,Particl,PoS,True,PoS,9283137.5558676,8634140
1232,SLX,Slate,Slatechain,True,PoW,,950000000
1233,SHARD,ShardCoin,Scrypt,False,PoS,24924986.0946492,900000000
1234,BTT,BitTorrent,TRC10,True,DPoS,989988713439.649,990000000000
1235,CHI,XAYA,NeoScrypt,True,PoW,,77303932
1236,ZILLA,ChainZilla,Equihash,False,DPoW,11000068.2715789,11000000
1237,NXT,Nxt,PoS,True,PoS/LPoS,1000000000.0,1000000000
1238,ZEPH,ZEPHYR,SHA-256,True,DPoS,1999999995.3056,2000000000
1239,XQN,Quotient,Scrypt,True,PoW/PoS,,0
1240,NETC,NetworkCoin,X13,True,PoW/PoS,,400000
1241,VPRC,VapersCoin,Scrypt,True,PoW,,42750000000
1242,GAP,Gapcoin,Scrypt,True,PoW/PoS,14931046.1546605,250000000
1243,SERO,Super Zero,Ethash,True,PoW,,1000000000
1244,UOS,UOS,SHA-256,True,DPoI,,1000000000
1245,BDX,Beldex,CryptoNight,True,PoW,980222595.0,1400222610
1246,ZEN,Horizen,Equihash,True,PoW,7296537.5,21000000
1247,XBC,BitcoinPlus,Scrypt,True,PoS,128326.99633965,1000000
1248,DVTC,DivotyCoin,Scrypt,False,PoW/PoS,21491213.4644496,100000000
1249,GIOT,Giotto Coin,Scrypt,False,PoW/PoS,,233100000
1250,OPSC,OpenSourceCoin,SHA-256,False,PoW/PoS,,21000000
1251,PUNK,SteamPunk,PoS,False,PoS,,40000000
